"Education - Out-of-school rate for children of primary school age, both sexes (%)",1970,1970 notes,1971,1971 notes,1972,1972 notes,1973,1973 notes,1974,1974 notes,1975,1975 notes,1976,1976 notes,1977,1977 notes,1978,1978 notes,1979,1979 notes,1980,1980 notes,1981,1981 notes,1982,1982 notes,1983,1983 notes,1984,1984 notes,1985,1985 notes,1986,1986 notes,1987,1987 notes,1988,1988 notes,1989,1989 notes,1990,1990 notes,1991,1991 notes,1992,1992 notes,1993,1993 notes,1994,1994 notes,1995,1995 notes,1996,1996 notes,1997,1997 notes,1998,1998 notes,1999,1999 notes,2000,2000 notes,2001,2001 notes,2002,2002 notes,2003,2003 notes,2004,2004 notes,2005,2005 notes,2006,2006 notes,2007,2007 notes,2008,2008 notes,2009,2009 notes,2010,2010 notes,2011,2011 notes,2012,2012 notes,2013,2013 notes,2014,2014 notes,2015,2015 notes,2016,2016 notes,2017,2017 notes,2018,2018 notes
Burundi,,,,,,,81.22512817,,,,,,,,,,82.58303833,,,,80.83760071,,78.84031677,,75.38926697,,69.0087204,,64.12425995,,59.77394104,,57.31422043,,52.31246185,,49.84051132,,,,,,,,,,49.80522919,,,,,,,,,,,,,,57.69831848,[foot]‡[/foot],48.76573181,[foot]‡[/foot],49.41875839,[foot]‡[/foot],45.88920975,[foot]‡[/foot],44.27241135,[foot]‡[/foot],41.08853912,[foot]‡[/foot],24.30060959,[foot]‡[/foot],17.24319077,[foot]‡[/foot],6.648169994,,8.35352993,[foot]‡[/foot],2.986479998,,,,,,,,,,,,,,2.682320118,,,
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,11.06789017,,12.53775978,,15.60042,,9.132619858,,6.322460175,,5.053380013,[foot]‡[/foot],3.898119926,,0.438809991,,,,0.802070022,,,,,,,,0.87462002,,,,,,,,0.203130007,,,,0.398580015,[foot]‡[/foot],1.658879995,,2.060980082,[foot]‡[/foot],2.721100092,,4.676569939,,5.381899834,[foot]‡[/foot],6.403140068,,7.986259937,,10.07520008,[foot]‡[/foot],11.4714098,[foot]‡[/foot],12.49188995,,13.44143009,[foot]‡[/foot],12.90664959,,13.23878956,,13.04522991,,12.96348953,,13.58977032,,13.68146038,,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.87902069,,15.02342033,,13.08565998,,7.317389965,,,,,,2.292249918,,,,,,5.144780159,,4.089129925,,5.399260044,,,,6.359710217,,2.48119998,,2.593250036,,,,4.931389809,,4.711090088,[foot]‡[/foot],7.218389988,,9.438429832,,,
Cameroon,,,35.51829147,,36.58572006,,38.34556961,,40.46152115,,33.83811188,,32.30718994,,33.59051895,,32.23406982,,31.28449059,,31.04322052,,,,,,,,,,,,,,,,25.15962029,,,,26.02836037,,27.93125916,[foot]‡[/foot],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.47564983,[foot]‡[/foot],10.77871037,[foot]‡[/foot],,,8.908699989,[foot]‡[/foot],5.865369797,[foot]‡[/foot],,,5.202819824,,,,4.725979805,,4.799510002,[foot]‡[/foot],,
Canada,,,,,,,,,,,,,,,,,,,,,,,,,4.432889938,,4.705739975,,5.273379803,,5.424759865,,5.110360146,,5.045869827,,5.050590038,,4.815839767,,4.81427002,,2.261379957,,2.513669968,,4.137340069,,4.691080093,,5.817170143,,4.889110088,,,,1.567280054,,0.294849992,,0.080470003,,,,,,,,,,,,,,,,,,,,,,,,0.529410005,,0.550080001,,0.595489979,,0.401899993,,0.037760001,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,,,50.1779213,,47.67444992,,45.49470901,,,,,,,,49.35166168,,49.52922821,,,,,,44.75201035,,43.1271286,,41.47528839,,,,,,38.96755981,,49.37300873,,51.6720314,,51.6171608,,42.73791885,,47.04719162,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.23205948,,51.78942108,[foot]‡[/foot],43.78429031,,34.90962982,,34.58514023,,32.32061005,[foot]‡[/foot],34.26395035,,31.64777946,,,,,,,,,,,,,
Chad,,,,,,,,,,,75.8194809,,,,75.27966309,,,,,,,,,,,,,,,,,,,,,,66.6160202,,,,,,,,,,,,,,,,62.63360977,,57.27629089,,52.10943985,,50.20003891,,48.53055954,,47.32088089,[foot]‡[/foot],43.8232193,,42.28255081,[foot]‡[/foot],,,,,,,,,,,,,,,37.14136124,,,,,,,,,,,,,,,
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.584619999,,4.893740177,,7.145030022,,6.713500023,,7.89729023,,8.503109932,,9.344499588,,9.172989845,,8.366330147,,7.054769993,,,,,
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.860750198,,4.484920025,,3.49710989,,3.128109932,,3.799129963,,5.244760036,,6.610549927,,8.17759037,,9.68805027,,10.55580997,,10.86338043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong",,,12.09716034,,10.93148994,,10.95489025,,9.450340271,,7.830420017,,6.767739773,,5.605249882,,6.130599976,,5.85172987,,1.808689952,,2.118940115,,2.845170021,,3.185630083,,3.831899881,,4.973969936,,,,,,,,,,,,,,,,,,,,7.13711977,,7.19961977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
